,geneID,x,y,MIDCounts,newx,newy
39970364,Lyz2,8373,6483,1,5148,308
39970365,Lyz2,8164,13913,4,4939,7738
39970366,Lyz2,10489,16704,1,7264,10529
39970367,Lyz2,9885,11184,1,6660,5009
39970368,Lyz2,11538,16004,1,8313,9829
39970369,Lyz2,9719,18018,1,6494,11843
39970370,Lyz2,8917,9479,3,5692,3304
39970371,Lyz2,10936,13964,3,7711,7789
39970372,Lyz2,10773,15127,3,7548,8952
39970373,Lyz2,10189,16054,4,6964,9879
39970374,Lyz2,9139,7811,3,5914,1636
39970375,Lyz2,9639,8177,3,6414,2002
39970376,Lyz2,9639,8178,3,6414,2003
39970377,Lyz2,6064,8228,1,2839,2053
39970378,Lyz2,7496,15069,3,4271,8894
39970379,Lyz2,8272,15416,1,5047,9241
39970380,Lyz2,8108,7045,2,4883,870
39970381,Lyz2,12283,15178,3,9058,9003
39970382,Lyz2,7937,8549,3,4712,2374
39970383,Lyz2,8068,14023,2,4843,7848
39970384,Lyz2,10893,14754,2,7668,8579
39970385,Lyz2,6430,7123,1,3205,948
39970386,Lyz2,4421,13465,3,1196,7290
39970387,Lyz2,10799,15011,4,7574,8836
39970388,Lyz2,6414,7451,2,3189,1276
39970389,Lyz2,10306,7258,1,7081,1083
39970390,Lyz2,6563,9528,2,3338,3353
39970391,Lyz2,8394,6514,1,5169,339
39970392,Lyz2,5270,10253,1,2045,4078
39970393,Lyz2,5350,14888,3,2125,8713
39970394,Lyz2,4876,10180,2,1651,4005
39970395,Lyz2,6979,15359,4,3754,9184
39970396,Lyz2,5921,15733,1,2696,9558
39970397,Lyz2,8332,16412,1,5107,10237
39970398,Lyz2,7621,7143,2,4396,968
39970399,Lyz2,5336,11154,3,2111,4979
39970400,Lyz2,6887,8657,2,3662,2482
39970401,Lyz2,5716,16396,3,2491,10221
39970402,Lyz2,9926,13326,4,6701,7151
39970403,Lyz2,5680,10023,1,2455,3848
39970404,Lyz2,9116,6591,1,5891,416
39970405,Lyz2,7526,15093,2,4301,8918
39970406,Lyz2,6427,7489,2,3202,1314
39970407,Lyz2,6093,8729,2,2868,2554
39970408,Lyz2,6380,16202,2,3155,10027
39970409,Lyz2,8691,6603,3,5466,428
39970410,Lyz2,9436,8783,3,6211,2608
39970411,Lyz2,7357,10939,2,4132,4764
39970412,Lyz2,6292,10523,3,3067,4348
39970413,Lyz2,12746,11824,1,9521,5649
39970414,Lyz2,10803,10363,1,7578,4188
39970415,Lyz2,4766,13558,2,1541,7383
39970416,Lyz2,10336,11779,3,7111,5604
39970417,Lyz2,10022,8687,3,6797,2512
39970418,Lyz2,6295,7149,3,3070,974
39970419,Lyz2,11467,9833,3,8242,3658
39970420,Lyz2,8355,13409,1,5130,7234
39970421,Lyz2,8089,14289,1,4864,8114
39970422,Lyz2,11505,9781,2,8280,3606
39970423,Lyz2,8164,8527,3,4939,2352
39970424,Lyz2,8690,6598,1,5465,423
39970425,Lyz2,9363,9503,1,6138,3328
39970426,Lyz2,9075,7906,1,5850,1731
39970427,Lyz2,9855,16997,1,6630,10822
39970428,Lyz2,6528,7146,1,3303,971
39970429,Lyz2,12553,14749,1,9328,8574
39970430,Lyz2,11083,16692,3,7858,10517
39970431,Lyz2,9215,12458,2,5990,6283
39970432,Lyz2,4381,10076,2,1156,3901
39970433,Lyz2,8972,15956,3,5747,9781
39970434,Lyz2,11479,9133,3,8254,2958
39970435,Lyz2,8054,14360,1,4829,8185
39970436,Lyz2,3789,10648,1,564,4473
39970437,Lyz2,5965,15709,1,2740,9534
39970438,Lyz2,10324,17536,4,7099,11361
39970439,Lyz2,7403,10233,1,4178,4058
39970440,Lyz2,11022,14666,1,7797,8491
39970441,Lyz2,9123,6579,4,5898,404
39970442,Lyz2,11277,15237,4,8052,9062
39970443,Lyz2,7417,15057,4,4192,8882
39970444,Lyz2,11211,13107,3,7986,6932
39970445,Lyz2,5157,10348,1,1932,4173
39970446,Lyz2,6656,9486,4,3431,3311
39970447,Lyz2,9020,8637,2,5795,2462
39970448,Lyz2,5889,14612,1,2664,8437
39970449,Lyz2,8927,13072,1,5702,6897
39970450,Lyz2,9800,11822,2,6575,5647
39970451,Lyz2,5927,15735,2,2702,9560
39970452,Lyz2,11537,16013,2,8312,9838
39970453,Lyz2,12974,9621,1,9749,3446
39970454,Lyz2,13027,10450,2,9802,4275
39970455,Lyz2,11718,10101,1,8493,3926
39970456,Lyz2,5270,14871,1,2045,8696
39970457,Lyz2,11792,9871,2,8567,3696
39970458,Lyz2,12340,9963,1,9115,3788
39970459,Lyz2,5958,10113,3,2733,3938
39970460,Lyz2,10906,14748,1,7681,8573
39970461,Lyz2,5639,10145,3,2414,3970
39970462,Lyz2,6357,9415,3,3132,3240
39970463,Lyz2,5179,14264,1,1954,8089
39970464,Lyz2,10307,11003,1,7082,4828
39970465,Lyz2,4428,9809,3,1203,3634
39970466,Lyz2,9402,14975,1,6177,8800
39970467,Lyz2,11277,16227,2,8052,10052
39970468,Lyz2,9849,6567,2,6624,392
39970469,Lyz2,11535,13574,3,8310,7399
39970470,Lyz2,8812,11816,2,5587,5641
39970471,Lyz2,12000,9509,4,8775,3334
39970472,Lyz2,10981,13043,1,7756,6868
39970473,Lyz2,5298,11173,1,2073,4998
39970474,Lyz2,11770,7545,3,8545,1370
39970475,Lyz2,8698,6637,1,5473,462
39970476,Lyz2,11435,16206,2,8210,10031
39970477,Lyz2,12748,11822,1,9523,5647
39970478,Lyz2,6710,11543,1,3485,5368
39970479,Lyz2,6386,7487,2,3161,1312
39970480,Lyz2,12779,11813,1,9554,5638
39970481,Lyz2,7812,18075,1,4587,11900
39970482,Lyz2,11922,9544,4,8697,3369
39970483,Lyz2,8520,6434,1,5295,259
39970484,Lyz2,7866,17806,1,4641,11631
39970485,Lyz2,11827,10403,2,8602,4228
39970486,Lyz2,6647,15459,1,3422,9284
39970487,Lyz2,6237,10212,1,3012,4037
39970488,Lyz2,5988,15770,1,2763,9595
39970489,Lyz2,10886,16564,3,7661,10389
39970490,Lyz2,11591,13688,1,8366,7513
39970491,Lyz2,5771,15409,1,2546,9234
39970492,Lyz2,6537,9561,1,3312,3386
39970493,Lyz2,6594,15475,4,3369,9300
39970494,Lyz2,6518,8178,1,3293,2003
39970495,Lyz2,7246,12292,1,4021,6117
39970496,Lyz2,9882,9118,1,6657,2943
39970497,Lyz2,6103,13833,2,2878,7658
39970498,Lyz2,10273,17476,2,7048,11301
39970499,Lyz2,8201,14903,3,4976,8728
39970500,Lyz2,8378,6486,2,5153,311
39970501,Lyz2,8917,18583,1,5692,12408
39970502,Lyz2,7279,18598,1,4054,12423
39970503,Lyz2,9452,14989,1,6227,8814
39970504,Lyz2,10943,11719,1,7718,5544
39970505,Lyz2,5979,9331,1,2754,3156
39970506,Lyz2,11388,12566,4,8163,6391
39970507,Lyz2,13446,10919,1,10221,4744
39970508,Lyz2,5386,15585,1,2161,9410
39970509,Lyz2,9533,6491,2,6308,316
39970510,Lyz2,10194,6578,2,6969,403
39970511,Lyz2,5872,13151,1,2647,6976
39970512,Lyz2,10107,10124,1,6882,3949
39970513,Lyz2,5957,15712,1,2732,9537
39970514,Lyz2,5917,9236,1,2692,3061
39970515,Lyz2,9132,18176,2,5907,12001
39970516,Lyz2,12623,8580,1,9398,2405
39970517,Lyz2,11577,13445,1,8352,7270
39970518,Lyz2,5999,9587,1,2774,3412
39970519,Lyz2,7991,18625,1,4766,12450
39970520,Lyz2,11158,12502,1,7933,6327
39970521,Lyz2,9060,13705,1,5835,7530
39970522,Lyz2,6314,16409,1,3089,10234
39970523,Lyz2,6690,12605,1,3465,6430
39970524,Lyz2,4381,9919,1,1156,3744
39970525,Lyz2,5967,15715,1,2742,9540
39970526,Lyz2,8193,16256,1,4968,10081
39970527,Lyz2,8266,8988,1,5041,2813
39970528,Lyz2,7185,6473,1,3960,298
39970529,Lyz2,9641,9503,1,6416,3328
39970530,Lyz2,6764,13703,1,3539,7528
39970531,Lyz2,8084,13039,1,4859,6864
39970532,Lyz2,8683,6367,1,5458,192
39970533,Lyz2,12463,14233,4,9238,8058
39970534,Lyz2,10788,8225,1,7563,2050
39970535,Lyz2,9991,8731,1,6766,2556
39970536,Lyz2,8622,18820,1,5397,12645
39970537,Lyz2,5852,15777,1,2627,9602
39970538,Lyz2,8238,9811,1,5013,3636
39970539,Lyz2,11131,13208,1,7906,7033
39970540,Lyz2,9682,18049,1,6457,11874
39970541,Lyz2,12566,13495,1,9341,7320
39970542,Lyz2,10481,11059,1,7256,4884
39970543,Lyz2,8549,8203,1,5324,2028
39970544,Lyz2,10029,11369,1,6804,5194
39970545,Lyz2,4299,9876,1,1074,3701
39970546,Lyz2,7824,15064,1,4599,8889
39970547,Lyz2,5616,15666,2,2391,9491
39970548,Lyz2,4226,10024,1,1001,3849
39970549,Lyz2,5205,9260,1,1980,3085
39970550,Lyz2,11145,9726,1,7920,3551
39970551,Lyz2,12674,11295,2,9449,5120
39970552,Lyz2,9578,6582,2,6353,407
39970553,Lyz2,11732,9690,3,8507,3515
39970554,Lyz2,10319,7256,2,7094,1081
39970555,Lyz2,6742,8230,2,3517,2055
39970556,Lyz2,8134,10657,2,4909,4482
39970557,Lyz2,6282,9439,2,3057,3264
39970558,Lyz2,6415,7303,4,3190,1128
39970559,Lyz2,12708,11279,1,9483,5104
39970560,Lyz2,11536,9815,1,8311,3640
39970561,Lyz2,10005,6563,1,6780,388
39970562,Lyz2,3243,11536,3,18,5361
39970563,Lyz2,8926,10172,1,5701,3997
39970564,Lyz2,8459,6449,3,5234,274
39970565,Lyz2,6975,6623,1,3750,448
39970566,Lyz2,13372,12662,2,10147,6487
39970567,Lyz2,7494,15096,3,4269,8921
39970568,Lyz2,8941,10913,3,5716,4738
39970569,Lyz2,8158,10622,1,4933,4447
39970570,Lyz2,10162,17910,1,6937,11735
39970571,Lyz2,11104,11805,1,7879,5630
39970572,Lyz2,12657,14082,1,9432,7907
39970573,Lyz2,4720,12252,4,1495,6077
39970574,Lyz2,10675,16911,2,7450,10736
39970575,Lyz2,7376,15115,4,4151,8940
39970576,Lyz2,11419,7066,1,8194,891
39970577,Lyz2,10671,9042,1,7446,2867
39970578,Lyz2,11169,12806,1,7944,6631
39970579,Lyz2,5925,15733,1,2700,9558
39970580,Lyz2,8028,14032,1,4803,7857
39970581,Lyz2,6478,15542,3,3253,9367
39970582,Lyz2,6333,8170,1,3108,1995
39970583,Lyz2,8588,18928,3,5363,12753
39970584,Lyz2,10936,13279,3,7711,7104
39970585,Lyz2,4270,10068,3,1045,3893
39970586,Lyz2,9827,9342,3,6602,3167
39970587,Lyz2,5994,9185,1,2769,3010
39970588,Lyz2,4831,13822,1,1606,7647
39970589,Lyz2,8356,18530,1,5131,12355
39970590,Lyz2,5705,16389,2,2480,10214
39970591,Lyz2,6823,9497,2,3598,3322
39970592,Lyz2,6601,7276,1,3376,1101
39970593,Lyz2,6544,15319,1,3319,9144
39970594,Lyz2,6715,9439,4,3490,3264
39970595,Lyz2,6229,9572,4,3004,3397
39970596,Lyz2,6159,14548,1,2934,8373
39970597,Lyz2,8328,9609,1,5103,3434
39970598,Lyz2,9925,8448,4,6700,2273
39970599,Lyz2,7758,15810,3,4533,9635
39970600,Lyz2,9641,8431,1,6416,2256
39970601,Lyz2,6160,15584,1,2935,9409
39970602,Lyz2,6737,13432,1,3512,7257
39970603,Lyz2,6381,16749,1,3156,10574
39970604,Lyz2,8393,18422,1,5168,12247
39970605,Lyz2,7103,14780,2,3878,8605
39970606,Lyz2,12606,13241,1,9381,7066
39970607,Lyz2,8360,13408,1,5135,7233
39970608,Lyz2,8956,15414,1,5731,9239
39970609,Lyz2,10311,14829,3,7086,8654
39970610,Lyz2,9683,13905,1,6458,7730
39970611,Lyz2,8994,15231,4,5769,9056
39970612,Lyz2,12030,10732,3,8805,4557
39970613,Lyz2,6058,9255,1,2833,3080
39970614,Lyz2,12836,11835,1,9611,5660
39970615,Lyz2,5878,15745,1,2653,9570
39970616,Lyz2,6577,15752,1,3352,9577
39970617,Lyz2,8763,16093,3,5538,9918
39970618,Lyz2,6445,17657,1,3220,11482
39970619,Lyz2,6473,15539,1,3248,9364
39970620,Lyz2,7834,14848,2,4609,8673
39970621,Lyz2,6783,9444,1,3558,3269
39970622,Lyz2,10847,13431,3,7622,7256
39970623,Lyz2,5351,14736,2,2126,8561
39970624,Lyz2,8516,14243,3,5291,8068
39970625,Lyz2,6577,16535,3,3352,10360
39970626,Lyz2,5949,15735,2,2724,9560
39970627,Lyz2,9407,14732,1,6182,8557
39970628,Lyz2,8889,12601,1,5664,6426
39970629,Lyz2,8383,18110,2,5158,11935
39970630,Lyz2,9425,17682,2,6200,11507
39970631,Lyz2,11897,15720,2,8672,9545
39970632,Lyz2,10990,16647,2,7765,10472
39970633,Lyz2,6159,13149,2,2934,6974
39970634,Lyz2,7348,19635,1,4123,13460
39970635,Lyz2,10137,6563,1,6912,388
39970636,Lyz2,5287,9329,3,2062,3154
39970637,Lyz2,6395,7479,1,3170,1304
39970638,Lyz2,7964,14268,3,4739,8093
39970639,Lyz2,7760,14942,1,4535,8767
39970640,Lyz2,9275,10404,1,6050,4229
39970641,Lyz2,4674,13732,1,1449,7557
39970642,Lyz2,5186,9283,2,1961,3108
39970643,Lyz2,5299,11171,2,2074,4996
39970644,Lyz2,6563,15506,1,3338,9331
39970645,Lyz2,8889,13876,3,5664,7701
39970646,Lyz2,6654,18036,1,3429,11861
39970647,Lyz2,8586,12185,1,5361,6010
39970648,Lyz2,6320,10791,1,3095,4616
39970649,Lyz2,7318,16777,1,4093,10602
39970650,Lyz2,11184,9852,1,7959,3677
39970651,Lyz2,6403,7466,3,3178,1291
39970652,Lyz2,7322,14627,1,4097,8452
39970653,Lyz2,13273,10813,1,10048,4638
39970654,Lyz2,10599,14955,4,7374,8780
39970655,Lyz2,5938,14366,1,2713,8191
39970656,Lyz2,5927,15738,1,2702,9563
39970657,Lyz2,6000,15432,1,2775,9257
39970658,Lyz2,10347,14823,2,7122,8648
39970659,Lyz2,6570,9854,1,3345,3679
39970660,Lyz2,6594,17082,2,3369,10907
39970661,Lyz2,10201,17744,1,6976,11569
39970662,Lyz2,9990,8734,1,6765,2559
39970663,Lyz2,9458,12142,1,6233,5967
39970664,Lyz2,6428,7464,1,3203,1289
39970665,Lyz2,7342,18707,4,4117,12532
39970666,Lyz2,8251,19053,1,5026,12878
39970667,Lyz2,11440,16197,6,8215,10022
39970668,Lyz2,12057,9224,1,8832,3049
39970669,Lyz2,4215,10144,1,990,3969
39970670,Lyz2,6052,10633,2,2827,4458
39970671,Lyz2,9440,12144,2,6215,5969
39970672,Lyz2,9425,11837,4,6200,5662
39970673,Lyz2,11987,9102,1,8762,2927
39970674,Lyz2,11874,15703,1,8649,9528
39970675,Lyz2,12832,11829,1,9607,5654
39970676,Lyz2,7371,15140,3,4146,8965
39970677,Lyz2,8381,6518,1,5156,343
39970678,Lyz2,10149,9691,2,6924,3516
39970679,Lyz2,5302,11188,1,2077,5013
39970680,Lyz2,11469,9814,2,8244,3639
39970681,Lyz2,5401,9461,1,2176,3286
39970682,Lyz2,10228,6585,1,7003,410
39970683,Lyz2,10079,6404,1,6854,229
39970684,Lyz2,7830,17938,4,4605,11763
39970685,Lyz2,7534,12583,1,4309,6408
39970686,Lyz2,8836,12575,2,5611,6400
39970687,Lyz2,10063,8169,1,6838,1994
39970688,Lyz2,13325,10286,2,10100,4111
39970689,Lyz2,8743,10503,1,5518,4328
39970690,Lyz2,4691,12339,1,1466,6164
39970691,Lyz2,6097,7618,6,2872,1443
39970692,Lyz2,11938,8235,1,8713,2060
39970693,Lyz2,6443,17663,1,3218,11488
39970694,Lyz2,4781,9449,2,1556,3274
39970695,Lyz2,12020,7799,2,8795,1624
39970696,Lyz2,8988,15862,3,5763,9687
39970697,Lyz2,7704,10707,1,4479,4532
39970698,Lyz2,4738,10626,3,1513,4451
39970699,Lyz2,8739,14406,1,5514,8231
39970700,Lyz2,6974,8801,1,3749,2626
39970701,Lyz2,7418,8270,1,4193,2095
39970702,Lyz2,10383,14000,1,7158,7825
39970703,Lyz2,4173,10182,1,948,4007
39970704,Lyz2,8130,10657,1,4905,4482
39970705,Lyz2,13164,13653,1,9939,7478
39970706,Lyz2,7763,14814,4,4538,8639
39970707,Lyz2,4271,10067,1,1046,3892
39970708,Lyz2,12177,13047,1,8952,6872
39970709,Lyz2,5298,14889,1,2073,8714
39970710,Lyz2,9737,10775,1,6512,4600
39970711,Lyz2,8225,6613,1,5000,438
39970712,Lyz2,11838,15742,1,8613,9567
39970713,Lyz2,7077,8950,1,3852,2775
39970714,Lyz2,7907,6352,2,4682,177
39970715,Lyz2,4835,10267,1,1610,4092
39970716,Lyz2,6233,7879,1,3008,1704
39970717,Lyz2,6386,16600,1,3161,10425
39970718,Lyz2,12658,14473,2,9433,8298
39970719,Lyz2,7811,19331,2,4586,13156
39970720,Lyz2,8481,14739,1,5256,8564
39970721,Lyz2,7431,15055,1,4206,8880
39970722,Lyz2,6579,15492,2,3354,9317
39970723,Lyz2,12494,8123,2,9269,1948
39970724,Lyz2,9902,10970,3,6677,4795
39970725,Lyz2,9019,12482,1,5794,6307
39970726,Lyz2,9771,13997,1,6546,7822
39970727,Lyz2,8466,6494,2,5241,319
39970728,Lyz2,9890,11458,3,6665,5283
39970729,Lyz2,5916,15714,2,2691,9539
39970730,Lyz2,7293,10336,3,4068,4161
39970731,Lyz2,9464,14099,1,6239,7924
39970732,Lyz2,5884,9261,1,2659,3086
39970733,Lyz2,11863,7817,2,8638,1642
39970734,Lyz2,10980,9881,1,7755,3706
39970735,Lyz2,12366,13092,1,9141,6917
39970736,Lyz2,9313,13926,1,6088,7751
39970737,Lyz2,8705,12490,2,5480,6315
39970738,Lyz2,13131,9846,1,9906,3671
39970739,Lyz2,4461,9774,1,1236,3599
39970740,Lyz2,6950,6640,3,3725,465
39970741,Lyz2,7798,17972,1,4573,11797
39970742,Lyz2,8690,12522,1,5465,6347
39970743,Lyz2,6012,10456,1,2787,4281
39970744,Lyz2,8539,13712,1,5314,7537
39970745,Lyz2,6759,8755,2,3534,2580
39970746,Lyz2,8974,7066,1,5749,891
39970747,Lyz2,6415,15546,1,3190,9371
39970748,Lyz2,10770,11786,2,7545,5611
39970749,Lyz2,8696,11337,1,5471,5162
39970750,Lyz2,5289,14884,3,2064,8709
39970751,Lyz2,11444,15526,1,8219,9351
39970752,Lyz2,5152,9384,2,1927,3209
39970753,Lyz2,5771,15740,3,2546,9565
43072118,Mrc1,11462,16187,1,8237,10012
43072119,Mrc1,9503,6621,3,6278,446
43072120,Mrc1,13146,10040,1,9921,3865
43072121,Mrc1,5580,13593,1,2355,7418
43072122,Mrc1,12401,11657,1,9176,5482
43072123,Mrc1,9787,15905,1,6562,9730
43072124,Mrc1,5934,11341,1,2709,5166
43072125,Mrc1,13617,12648,2,10392,6473
43072126,Mrc1,8707,11359,1,5482,5184
43072127,Mrc1,12190,9542,2,8965,3367
43072128,Mrc1,7967,17531,1,4742,11356
43072129,Mrc1,9698,10887,1,6473,4712
43072130,Mrc1,5290,10692,2,2065,4517
43072131,Mrc1,7760,8293,1,4535,2118
43072132,Mrc1,5295,10693,2,2070,4518
43072133,Mrc1,8326,6449,1,5101,274
43072134,Mrc1,5952,9559,1,2727,3384
43072135,Mrc1,6247,7950,3,3022,1775
43072136,Mrc1,12194,12287,1,8969,6112
43072137,Mrc1,8622,11423,4,5397,5248
43072138,Mrc1,10406,10319,1,7181,4144
43072139,Mrc1,11385,7883,4,8160,1708
43072140,Mrc1,10261,17548,1,7036,11373
43072141,Mrc1,8791,14550,3,5566,8375
43072142,Mrc1,6453,7165,1,3228,990
43072143,Mrc1,8099,16853,1,4874,10678
43072144,Mrc1,7688,8892,2,4463,2717
43072145,Mrc1,6882,15527,1,3657,9352
43072146,Mrc1,5280,14890,1,2055,8715
43072147,Mrc1,7084,17418,1,3859,11243
43072148,Mrc1,10419,6438,1,7194,263
43072149,Mrc1,8653,18915,1,5428,12740
43072150,Mrc1,11765,7540,2,8540,1365
43072151,Mrc1,13570,11539,1,10345,5364
43072152,Mrc1,11244,14894,1,8019,8719
43072153,Mrc1,6907,18131,1,3682,11956
43072154,Mrc1,5953,15723,1,2728,9548
43072155,Mrc1,10391,17421,1,7166,11246
43072156,Mrc1,8817,18631,2,5592,12456
43072157,Mrc1,7656,14953,1,4431,8778
43072158,Mrc1,5988,8356,2,2763,2181
43072159,Mrc1,4719,10510,3,1494,4335
43072160,Mrc1,10199,14491,1,6974,8316
43072161,Mrc1,8078,15623,1,4853,9448
43072162,Mrc1,6613,9414,2,3388,3239
43072163,Mrc1,10389,11246,1,7164,5071
43072164,Mrc1,7123,14174,1,3898,7999
43072165,Mrc1,8160,8686,1,4935,2511
43072166,Mrc1,11320,7335,2,8095,1160
43072167,Mrc1,6422,7340,1,3197,1165
43072168,Mrc1,4441,11138,1,1216,4963
43072169,Mrc1,12641,14463,2,9416,8288
43072170,Mrc1,10204,17659,1,6979,11484
43072171,Mrc1,5160,10735,1,1935,4560
43072172,Mrc1,7708,9925,2,4483,3750
43072173,Mrc1,7673,15724,1,4448,9549
43072174,Mrc1,7253,14314,1,4028,8139
43072175,Mrc1,5891,8433,1,2666,2258
43072176,Mrc1,6083,15622,3,2858,9447
43072177,Mrc1,13257,10874,1,10032,4699
43072178,Mrc1,7715,8893,1,4490,2718
43072179,Mrc1,11945,12654,2,8720,6479
43072180,Mrc1,11306,7339,1,8081,1164
43072181,Mrc1,6049,8650,1,2824,2475
43072182,Mrc1,6607,13086,1,3382,6911
43072183,Mrc1,8607,7702,1,5382,1527
43072184,Mrc1,4363,9905,2,1138,3730
43072185,Mrc1,6706,7251,2,3481,1076
43072186,Mrc1,8380,6504,1,5155,329
43072187,Mrc1,7009,10314,2,3784,4139
43072188,Mrc1,13055,13507,1,9830,7332
43072189,Mrc1,5834,15781,1,2609,9606
43072190,Mrc1,13025,13497,4,9800,7322
43072191,Mrc1,4575,10708,2,1350,4533
43072192,Mrc1,6780,9446,1,3555,3271
43072193,Mrc1,8720,11350,1,5495,5175
43072194,Mrc1,6513,11690,1,3288,5515
43072195,Mrc1,12591,12531,2,9366,6356
43072196,Mrc1,8783,11272,2,5558,5097
43072197,Mrc1,7475,6387,1,4250,212
43072198,Mrc1,5460,10507,1,2235,4332
43072199,Mrc1,8699,7306,2,5474,1131
43072200,Mrc1,12170,14857,1,8945,8682
43072201,Mrc1,5710,16393,1,2485,10218
43072202,Mrc1,6949,15351,1,3724,9176
43072203,Mrc1,10345,9870,4,7120,3695
43072204,Mrc1,11368,14826,1,8143,8651
43072205,Mrc1,7709,7838,1,4484,1663
43072206,Mrc1,10295,6665,2,7070,490
43072207,Mrc1,8808,6255,1,5583,80
43072208,Mrc1,10336,10907,1,7111,4732
43072209,Mrc1,7039,10405,2,3814,4230
43072210,Mrc1,9675,6516,4,6450,341
43072211,Mrc1,6048,10632,2,2823,4457
43072212,Mrc1,12171,15364,3,8946,9189
43072213,Mrc1,9166,7039,2,5941,864
43072214,Mrc1,6243,7787,2,3018,1612
43072215,Mrc1,8831,14462,1,5606,8287
43072216,Mrc1,5960,15706,1,2735,9531
43072217,Mrc1,10770,11299,1,7545,5124
43072218,Mrc1,6962,6649,4,3737,474
43072219,Mrc1,8692,17029,2,5467,10854
43072220,Mrc1,12934,13980,1,9709,7805
43072221,Mrc1,10916,7782,1,7691,1607
43072222,Mrc1,6248,7661,1,3023,1486
43072223,Mrc1,9517,17223,1,6292,11048
43072224,Mrc1,5835,15781,1,2610,9606
43072225,Mrc1,8887,18561,2,5662,12386
43072226,Mrc1,4743,10885,3,1518,4710
43072227,Mrc1,11057,6883,2,7832,708
43072228,Mrc1,6886,15522,1,3661,9347
43072229,Mrc1,5994,9330,1,2769,3155
43072230,Mrc1,10648,10999,2,7423,4824
43072231,Mrc1,5957,9080,2,2732,2905
43072232,Mrc1,6162,16469,1,2937,10294
43072233,Mrc1,7291,7522,1,4066,1347
43072234,Mrc1,10639,10962,4,7414,4787
43072235,Mrc1,7400,8506,2,4175,2331
43072236,Mrc1,3876,12199,1,651,6024
43072237,Mrc1,10390,13957,1,7165,7782
43072238,Mrc1,6564,10129,1,3339,3954
43072239,Mrc1,7407,19676,2,4182,13501
43072240,Mrc1,6705,8707,2,3480,2532
43072241,Mrc1,9967,8762,3,6742,2587
43072242,Mrc1,7520,19602,1,4295,13427
43072243,Mrc1,7341,15868,1,4116,9693
43072244,Mrc1,3481,12197,1,256,6022
43072245,Mrc1,5388,10562,1,2163,4387
43072246,Mrc1,7845,17123,1,4620,10948
43072247,Mrc1,11582,10273,2,8357,4098
43072248,Mrc1,9167,15735,2,5942,9560
43072249,Mrc1,5617,15236,1,2392,9061
43072250,Mrc1,6177,9352,1,2952,3177
43072251,Mrc1,9063,18474,1,5838,12299
43072252,Mrc1,8331,7433,1,5106,1258
43072253,Mrc1,12010,15565,1,8785,9390
43072254,Mrc1,11156,12859,1,7931,6684
43072255,Mrc1,6022,13832,1,2797,7657
43072256,Mrc1,13285,12813,1,10060,6638
43072257,Mrc1,5301,10697,1,2076,4522
43072258,Mrc1,8870,11823,2,5645,5648
43072259,Mrc1,6810,17254,1,3585,11079
43072260,Mrc1,7162,9693,2,3937,3518
43072261,Mrc1,5531,9102,1,2306,2927
43072262,Mrc1,7798,10630,1,4573,4455
43072263,Mrc1,8116,10618,1,4891,4443
43072264,Mrc1,10131,6620,1,6906,445
43072265,Mrc1,8153,14888,2,4928,8713
43072266,Mrc1,11480,16166,1,8255,9991
43072267,Mrc1,6348,7522,1,3123,1347
43072268,Mrc1,9977,17828,2,6752,11653
43072269,Mrc1,10876,14810,3,7651,8635
43072270,Mrc1,9519,6583,2,6294,408
43072271,Mrc1,10134,6601,1,6909,426
43072272,Mrc1,10127,17679,1,6902,11504
43072273,Mrc1,6696,8696,1,3471,2521
43072274,Mrc1,11825,15688,3,8600,9513
43072275,Mrc1,8690,18944,2,5465,12769
43072276,Mrc1,12485,11688,3,9260,5513
43072277,Mrc1,12368,9624,1,9143,3449
43072278,Mrc1,12329,10027,1,9104,3852
43072279,Mrc1,6334,10815,1,3109,4640
43072280,Mrc1,6070,10746,3,2845,4571
43072281,Mrc1,6864,15385,4,3639,9210
43072282,Mrc1,5126,11624,1,1901,5449
43072283,Mrc1,6796,10360,2,3571,4185
43072284,Mrc1,9053,6467,1,5828,292
43072285,Mrc1,11497,13663,1,8272,7488
43072286,Mrc1,8024,14751,2,4799,8576
43072287,Mrc1,7034,6523,1,3809,348
43072288,Mrc1,10266,17603,1,7041,11428
43072289,Mrc1,3921,12192,1,696,6017
43072290,Mrc1,5505,10590,1,2280,4415
43072291,Mrc1,8616,14580,1,5391,8405
43072292,Mrc1,11548,7315,1,8323,1140
43072293,Mrc1,10644,17048,2,7419,10873
43072294,Mrc1,7086,6500,1,3861,325
43072295,Mrc1,5303,9279,2,2078,3104
43072296,Mrc1,11175,9136,2,7950,2961
43072297,Mrc1,6667,15432,1,3442,9257
43072298,Mrc1,9060,14541,1,5835,8366
43072299,Mrc1,8167,14894,3,4942,8719
43072300,Mrc1,7526,12059,1,4301,5884
43072301,Mrc1,12067,7875,1,8842,1700
43072302,Mrc1,5748,16384,1,2523,10209
43072303,Mrc1,12708,9411,1,9483,3236
43072304,Mrc1,5261,9189,1,2036,3014
43072305,Mrc1,12284,8203,1,9059,2028
43072306,Mrc1,4820,9534,1,1595,3359
43072307,Mrc1,8380,6307,4,5155,132
43072308,Mrc1,12037,7901,1,8812,1726
43072309,Mrc1,7683,15900,1,4458,9725
43072310,Mrc1,10661,16887,1,7436,10712
43072311,Mrc1,12865,14205,1,9640,8030
