"","barcodes","clusters"
"22335","kiofhljl-1","2_PCT"
"22336","kiofimok-1","15_MES"
"22337","kiojfhaf-1","15_MES"
"22338","kipaebjc-1","23_LEU"
"22339","kipcjoom-1","15_MES"
"22340","kipeejhc-1","12_POD"
"22341","kipgaikg-1","15_MES"
"22342","kiphnklc-1","15_MES"
"22343","kipldbno-1","23_LEU"
"22344","kipnfjkk-1","15_MES"
"22345","kippalgh-1","12_POD"
"22346","kjabkjkb-1","23_LEU"
"22347","kjabplgm-1","16_PEC"
"22348","kjaimkkb-1","23_LEU"
"22349","kjakcdon-1","9_LOH"
"22350","kjalbbjh-1","19_ENDO"
"22351","kjalldgc-1","2_PCT"
"22352","kjapkjii-1","15_MES"
"22353","kjapnadn-1","23_LEU"
"22354","kjbeackp-1","15_MES"
"22355","kjbechdo-1","15_MES"
"22356","kjbeihdl-1","15_MES"
"22357","kjbhcida-1","5_PC"
"22358","kjbiaomm-1","23_LEU"
"22359","kjbjhcfg-1","23_LEU"
"22360","kjblmbjn-1","15_MES"
"22361","kjbndpli-1","5_PC"
"22362","kjbobfck-1","15_MES"
"22363","kjcbddki-1","15_MES"
"22364","kjcbdokb-1","5_PC"
"22365","kjcdalbj-1","10_ENDO"
"22366","kjcdmefo-1","15_MES"
"22367","kjcepide-1","5_PC"
"22368","kjcfjeai-1","15_MES"
"22369","kjcggegp-1","10_ENDO"
"22370","kjckfnid-1","5_PC"
"22371","kjclafdn-1","15_MES"
"22372","kjclkmhg-1","15_MES"
"22373","kjclnnkf-1","15_MES"
"22374","kjcoepop-1","5_PC"
"22375","kjdbjhif-1","16_PEC"
"22376","kjdcdmpi-1","23_LEU"
"22377","kjddabbf-1","23_LEU"
"22378","kjdebncd-1","2_PCT"
"22379","kjdejaci-1","2_PCT"
"22380","kjdigheb-1","23_LEU"
"22381","kjdnbobb-1","10_ENDO"
"22382","kjedneog-1","2_PCT"
"22383","kjeglike-1","2_PCT"
"22384","kjehblgn-1","15_MES"
"22385","kjfbnokb-1","15_MES"
"22386","kjfhmbal-1","23_LEU"
"22387","kjfjblno-1","23_LEU"
"22388","kjfjdglb-1","23_LEU"
"22389","kjfkfeib-1","15_MES"
"22390","kjfnaand-1","23_LEU"
"22391","kjfpbdoi-1","23_LEU"
"22392","kjfpkokd-1","15_MES"
"22393","kjgalchc-1","23_LEU"
"22394","kjgbggbn-1","10_ENDO"
"22395","kjgcmilj-1","23_LEU"
"22396","kjghmohi-1","23_LEU"
"22397","kjgnafpd-1","15_MES"
"22398","kjgooida-1","23_LEU"
"22399","kjhhmkel-1","23_LEU"
"22400","kjhipbak-1","23_LEU"
"22401","kjhnegkn-1","23_LEU"
"22402","kjhoecbn-1","23_LEU"
"22403","kjhphblg-1","23_LEU"
"22404","kjhpiick-1","23_LEU"
"22405","kjiakiep-1","23_LEU"
"22406","kjibllnj-1","23_LEU"
"22407","kjiddeoi-1","15_MES"
"22408","kjidfchi-1","23_LEU"
"22409","kjidjpfm-1","23_LEU"
"22410","kjifhfea-1","15_MES"
"22411","kjigidmm-1","23_LEU"
"22412","kjjcidgb-1","23_LEU"
"22413","kjjdipod-1","2_PCT"
"22414","kjjealed-1","15_MES"
"22415","kjjhljpa-1","2_PCT"
"22416","kjjjgioo-1","15_MES"
"22417","kjjlamfg-1","15_MES"
"22418","kjjmehpe-1","2_PCT"
"22419","kjjpcbid-1","2_PCT"
"22420","kjkdkibj-1","2_PCT"
"22421","kjkfcogb-1","2_PCT"
"22422","kjkgcnli-1","23_LEU"
"22423","kjkhncna-1","23_LEU"
"22424","kjkhnhca-1","23_LEU"
"22425","kjkicknp-1","23_LEU"
"22426","kjkjfcge-1","15_MES"
"22427","kjkjfpom-1","15_MES"
"22428","kjkmhjkg-1","23_LEU"
"22429","kjkodgcn-1","23_LEU"
"22430","kjkpcooo-1","15_MES"
"22431","kjlainil-1","15_MES"
"22432","kjlcojld-1","23_LEU"
"22433","kjlejiad-1","15_MES"
"22434","kjlfkpcb-1","15_MES"
"22435","kjlgjhgm-1","15_MES"
"22436","kjlhplpm-1","0_TAL"
"22437","kjlidkae-1","23_LEU"
"22438","kjlihcnj-1","2_PCT"
"22439","kjlnpbji-1","23_LEU"
"22440","kjlocedf-1","2_PCT"
"22441","kjmbdfkp-1","23_LEU"
"22442","kjmdcoaa-1","23_LEU"
"22443","kjmeignk-1","10_ENDO"
"22444","kjmhigjp-1","23_LEU"
"22445","kjmhjmle-1","23_LEU"
"22446","kjmkccmk-1","2_PCT"
"22447","kjmmamde-1","23_LEU"
"22448","kjmmlkfg-1","23_LEU"
"22449","kjmmlphp-1","23_LEU"
"22450","kjmnhpee-1","10_ENDO"
"22451","kjmnlgbg-1","10_ENDO"
"22452","kjmofnma-1","23_LEU"
"22453","kjnbklie-1","15_MES"
"22454","kjnblpgh-1","15_MES"
"22455","kjndpadb-1","13_PCT-TAL"
"22456","kjnkbicl-1","23_LEU"
"22457","kjnkbipg-1","15_MES"
"22458","kjnkdcif-1","23_LEU"
"22459","kjocigeg-1","10_ENDO"
"22460","kjognkcb-1","15_MES"
"22461","kjoiihga-1","15_MES"
"22462","kjomchon-1","15_MES"
"22463","kjpbffac-1","15_MES"
"22464","kjpbnnhm-1","23_LEU"
"22465","kjpcafne-1","15_MES"
"22466","kjpcknfo-1","15_MES"
"22467","kjpehkdl-1","15_MES"
"22468","kjpjmkpa-1","15_MES"
"22469","kjpkbjpn-1","15_MES"
"22470","kjplkdfa-1","22_MES"
"22471","kjpmonje-1","15_MES"
"22472","kjpoagjl-1","16_PEC"
"22473","kkabpnck-1","15_MES"
"22474","kkadajpi-1","15_MES"
"22475","kkadgclm-1","15_MES"
"22476","kkadnofm-1","15_MES"
"22477","kkaidbgm-1","0_TAL"
"22478","kkakamcb-1","15_MES"
"22479","kkakmhpg-1","15_MES"
"22480","kkbafkop-1","23_LEU"
"22481","kkbgljem-1","2_PCT"
"22482","kkbjbdgl-1","15_MES"
"22483","kkbmokel-1","16_PEC"
"22484","kkboljbh-1","16_PEC"
"22485","kkcdkbel-1","15_MES"
"22486","kkcfoimg-1","15_MES"
"22487","kkchefhe-1","15_MES"
"22488","kkchkagl-1","15_MES"
"22489","kkcipdca-1","15_MES"
"22490","kkckaipn-1","15_MES"
"22491","kkcmjfne-1","23_LEU"
"22492","kkcpdaoe-1","15_MES"
"22493","kkdbpdic-1","15_MES"
"22494","kkdcffcf-1","15_MES"
"22495","kkdcmecg-1","23_LEU"
"22496","kkdebadg-1","2_PCT"
"22497","kkdeedmj-1","15_MES"
"22498","kkdeklin-1","15_MES"
"22499","kkdfanfg-1","15_MES"
"22500","kkdhajip-1","23_LEU"
"22501","kkdjgola-1","15_MES"
"22502","kkdlpgka-1","23_LEU"
"22503","kkdpaefd-1","23_LEU"
"22504","kkdpdglb-1","15_MES"
"22505","kkeadjmc-1","10_ENDO"
"22506","kkeanelh-1","23_LEU"
"22507","kkecgjll-1","15_MES"
"22508","kkecmnnf-1","10_ENDO"
"22509","kkedhddd-1","15_MES"
"22510","kkeieoaf-1","15_MES"
"22511","kkeljoig-1","2_PCT"
"22512","kkemcece-1","15_MES"
"22513","kkengiip-1","2_PCT"
"22514","kkennokn-1","15_MES"
"22515","kkfcogah-1","15_MES"
"22516","kkfdaagf-1","15_MES"
"22517","kkfgecba-1","2_PCT"
"22518","kkfinlhc-1","13_PCT-TAL"
"22519","kkfknjcm-1","2_PCT"
"22520","kkfnemom-1","10_ENDO"
"22521","kkgafgkh-1","13_PCT-TAL"
"22522","kkgbhfkh-1","15_MES"
"22523","kkgbibne-1","15_MES"
"22524","kkgchbgn-1","2_PCT"
"22525","kkgdaikb-1","15_MES"
"22526","kkgffmem-1","10_ENDO"
"22527","kkggmcnf-1","15_MES"
"22528","kkghnnhn-1","2_PCT"
"22529","kkgjboho-1","2_PCT"
"22530","kkgmheoh-1","2_PCT"
"22531","kkgnofhe-1","15_MES"
"22532","kkgojgdl-1","15_MES"
"22533","kkhfcjoe-1","10_ENDO"
"22534","kkhgipch-1","15_MES"
"22535","kkhhdige-1","19_ENDO"
"22536","kkhibnjf-1","19_ENDO"
"22537","kkhihklb-1","15_MES"
"22538","kkhipkja-1","13_PCT-TAL"
"22539","kkhllaeo-1","13_PCT-TAL"
"22540","kkhnndlo-1","4_TAL"
"22541","kkhopkag-1","22_MES"
"22542","kkibgodd-1","23_LEU"
"22543","kkifjobl-1","23_LEU"
"22544","kkifpamo-1","15_MES"
"22545","kkiifkil-1","15_MES"
"22546","kkikemao-1","23_LEU"
"22547","kkikmcjh-1","2_PCT"
"22548","kkjdpldi-1","15_MES"
"22549","kkjecbda-1","2_PCT"
"22550","kkjeklhc-1","2_PCT"
"22551","kkjgbemk-1","15_MES"
"22552","kkjgdlbd-1","15_MES"
"22553","kkjimhdi-1","15_MES"
"22554","kkjncgfh-1","23_LEU"
"22555","kkkdancc-1","23_LEU"
"22556","kkkdbfij-1","23_LEU"
"22557","kkkfeahn-1","15_MES"
"22558","kkkipaeo-1","15_MES"
"22559","kkkkhfej-1","15_MES"
"22560","kkkngblg-1","23_LEU"
"22561","kkknneni-1","15_MES"
"22562","kkkpaihj-1","15_MES"
"22563","kklafbpm-1","15_MES"
"22564","kkldgefa-1","23_LEU"
"22565","kkldkigp-1","23_LEU"
"22566","kklgdlbo-1","23_LEU"
"22567","kklgkjad-1","15_MES"
"22568","kkljcgan-1","0_TAL"
"22569","kkljiefh-1","15_MES"
"22570","kklkbfab-1","16_PEC"
"22571","kklmjomp-1","16_PEC"
"22572","kklofmik-1","0_TAL"
"22573","kklohgkh-1","15_MES"
"22574","kkmbhoji-1","15_MES"
"22575","kkmcejil-1","14_IC_B"
"22576","kkmfohkj-1","16_PEC"
"22577","kkmjcgep-1","2_PCT"
"22578","kkmkfhdk-1","0_TAL"
"22579","kkmoehno-1","15_MES"
"22580","kkmpfgcg-1","15_MES"
"22581","kknanjpe-1","15_MES"
"22582","kkncoiih-1","15_MES"
"22583","kknddonc-1","15_MES"
"22584","kknghnpi-1","15_MES"
"22585","kknnjiil-1","23_LEU"
"22586","kknojalo-1","15_MES"
"22587","kkobdoep-1","15_MES"
"22588","kkoboijc-1","15_MES"
"22589","kkoekjoe-1","15_MES"
"22590","kkoelhia-1","15_MES"
"22591","kkokkaon-1","2_PCT"
"22592","kkomehkb-1","23_LEU"
"22593","kkonhkel-1","23_LEU"
"22594","kkpaehmj-1","15_MES"
"22595","kkpbohak-1","15_MES"
"22596","kkpcnkpm-1","15_MES"
"22597","kkpdchfl-1","15_MES"
"22598","kkpeajlg-1","15_MES"
"22599","kkpheehl-1","15_MES"
"22600","kkpjdfni-1","15_MES"
"22601","kkpkbodd-1","2_PCT"
"22602","kkpkgnfg-1","15_MES"
"22603","kkpkodim-1","15_MES"
"22604","kkpmbcfp-1","15_MES"
"22605","kkpmdngk-1","15_MES"
"22606","klaakbdp-1","15_MES"
"22607","klabopja-1","15_MES"
"22608","klaelgbn-1","15_MES"
"22609","klaikbaj-1","15_MES"
"22610","klamabko-1","15_MES"
"22611","klapdpjn-1","15_MES"
"22612","klbachpl-1","15_MES"
"22613","klbbepfc-1","2_PCT"
"22614","klbbofon-1","15_MES"
"22615","klbedmbn-1","15_MES"
"22616","klbgcfjg-1","15_MES"
"22617","klbgoind-1","15_MES"
"22618","klbjlghn-1","19_ENDO"
"22619","klbjople-1","10_ENDO"
"22620","klbkmdia-1","19_ENDO"
"22621","klbllffe-1","0_TAL"
"22622","klbmkmad-1","10_ENDO"
"22623","klcapjom-1","0_TAL"
"22624","klcceclj-1","4_TAL"
"22625","klccijbm-1","10_ENDO"
"22626","klcenoal-1","15_MES"
"22627","klcfhpjd-1","4_TAL"
"22628","klcliiip-1","10_ENDO"
"22629","klcnlnmg-1","23_LEU"
"22630","klcpbcjd-1","15_MES"
"22631","klcpnhcf-1","15_MES"
"22632","kldablbn-1","23_LEU"
"22633","kldbeocj-1","7_TAL"
"22634","kldcegbg-1","16_PEC"
"22635","kldegnhe-1","16_PEC"
"22636","kldmlloo-1","0_TAL"
"22637","kldofjhm-1","10_ENDO"
"22638","kldogepl-1","15_MES"
"22639","kldohiib-1","5_PC"
"22640","kldpeoid-1","15_MES"
"22641","klefikim-1","15_MES"
"22642","klekbacm-1","7_TAL"
"22643","klekcgok-1","10_ENDO"
"22644","klelgjhj-1","23_LEU"
"22645","klemphod-1","15_MES"
"22646","kleniaae-1","5_PC"
"22647","klephfbe-1","9_LOH"
"22648","klfamonj-1","15_MES"
"22649","klffoeni-1","16_PEC"
"22650","klfggieo-1","0_TAL"
"22651","klfloobn-1","16_PEC"
"22652","klfmdael-1","10_ENDO"
"22653","klfnnjfe-1","5_PC"
"22654","klgbpopp-1","16_PEC"
"22655","klgccapo-1","5_PC"
"22656","klgfbmkn-1","15_MES"
"22657","klggfcce-1","5_PC"
"22658","klgghfik-1","15_MES"
"22659","klgihaig-1","0_TAL"
"22660","klgilnmn-1","9_LOH"
"22661","klglkfll-1","4_TAL"
"22662","klgmcigf-1","16_PEC"
"22663","klgopgeg-1","5_PC"
"22664","klhcnfga-1","16_PEC"
"22665","klhcokai-1","5_PC"
"22666","klhfgnfj-1","15_MES"
"22667","klhhafkm-1","5_PC"
"22668","klhikdpm-1","10_ENDO"
"22669","klhknkmi-1","15_MES"
"22670","klhmegpn-1","15_MES"
"22671","klhopmol-1","15_MES"
"22672","kliaapih-1","5_PC"
"22673","kliggmeo-1","15_MES"
"22674","klihfdfc-1","15_MES"
"22675","kliileha-1","5_PC"
"22676","klimbika-1","15_MES"
"22677","klimgdcg-1","15_MES"
"22678","klimlejk-1","15_MES"
"22679","kljbhldg-1","15_MES"
"22680","kljchgdm-1","5_PC"
"22681","kljeimkk-1","5_PC"
"22682","kljhplih-1","10_ENDO"
"22683","kljimjhj-1","15_MES"
"22684","kljkhkac-1","9_LOH"
"22685","kljmaaga-1","15_MES"
"22686","kljoclkj-1","10_ENDO"
"22687","kljpnjkp-1","22_MES"
"22688","klkabcfi-1","5_PC"
"22689","klkdfngm-1","23_LEU"
"22690","klkfnmod-1","15_MES"
"22691","klkgjjlp-1","15_MES"
"22692","klkglmin-1","5_PC"
"22693","klkgoikg-1","10_ENDO"
"22694","klkhinoi-1","15_MES"
"22695","klkhldcm-1","15_MES"
"22696","klkilmig-1","5_PC"
"22697","klkjohap-1","16_PEC"
"22698","klkloaje-1","5_PC"
"22699","klkmkgif-1","16_PEC"
"22700","klknaagg-1","23_LEU"
"22701","kllbdfpl-1","23_LEU"
"22702","kllflmob-1","15_MES"
"22703","kllgaahf-1","23_LEU"
"22704","kllghdop-1","15_MES"
"22705","klljmhgc-1","23_LEU"
"22706","kllmdlml-1","23_LEU"
"22707","kllnckan-1","23_LEU"
"22708","klloagja-1","23_LEU"
"22709","kllogjdb-1","2_PCT"
"22710","klmbnbpo-1","2_PCT"
"22711","klmcdnij-1","23_LEU"
"22712","klmdokek-1","23_LEU"
"22713","klmepapp-1","23_LEU"
"22714","klmiaboj-1","2_PCT"
"22715","klmifddl-1","23_LEU"
"22716","klmpkeca-1","2_PCT"
"22717","klnagnfg-1","23_LEU"
"22718","klnddmlc-1","23_LEU"
"22719","klneefal-1","23_LEU"
"22720","klnfdlfo-1","23_LEU"
"22721","klngfana-1","23_LEU"
"22722","klnggghd-1","23_LEU"
"22723","klniijaj-1","12_POD"
"22724","klnkbhic-1","2_PCT"
"22725","klnkdogk-1","15_MES"
"22726","klnlkkii-1","2_PCT"
"22727","klnofcnf-1","23_LEU"
"22728","klnofkgh-1","23_LEU"
"22729","kloaaced-1","23_LEU"
"22730","kloicbjg-1","23_LEU"
"22731","kloipmce-1","15_MES"
"22732","klonlmfc-1","2_PCT"
"22733","klonnfke-1","23_LEU"
"22734","klopamjn-1","23_LEU"
"22735","klpdaimf-1","2_PCT"
"22736","klpjokbo-1","2_PCT"
"22737","klpkkcac-1","2_PCT"
"22738","klpoacbk-1","23_LEU"
"22739","kmaamddf-1","2_PCT"
"22740","kmabkokn-1","15_MES"
"22741","kmaecefk-1","23_LEU"
"22742","kmaemnkm-1","2_PCT"
"22743","kmaicbfg-1","23_LEU"
"22744","kmaljnln-1","23_LEU"
"22745","kmapgpna-1","23_LEU"
"22746","kmapkmgn-1","15_MES"
"22747","kmbaoamb-1","23_LEU"
"22748","kmbhippk-1","12_POD"
"22749","kmbiiihd-1","10_ENDO"
"22750","kmbijcjj-1","15_MES"
"22751","kmbjjllh-1","10_ENDO"
"22752","kmbllbpl-1","12_POD"
"22753","kmbnahic-1","2_PCT"
"22754","kmbnjmao-1","2_PCT"
"22755","kmbpcipk-1","23_LEU"
"22756","kmcdfbgc-1","15_MES"
"22757","kmcdnmac-1","23_LEU"
"22758","kmcebjan-1","17_ENDO"
"22759","kmcgfimp-1","15_MES"
"22760","kmchmhdn-1","4_TAL"
"22761","kmcigoog-1","15_MES"
"22762","kmcmmomm-1","15_MES"
"22763","kmcngceo-1","15_MES"
"22764","kmcnggia-1","13_PCT-TAL"
"22765","kmcngjfg-1","15_MES"
"22766","kmdadokj-1","15_MES"
"22767","kmdbaadf-1","15_MES"
"22768","kmdecndj-1","9_LOH"
"22769","kmdikmgm-1","3_PCT"
"22770","kmdljcjp-1","15_MES"
"22771","kmdmkngk-1","15_MES"
"22772","kmeagacm-1","15_MES"
"22773","kmedcceb-1","9_LOH"
"22774","kmefdclo-1","0_TAL"
"22775","kmeggkfd-1","15_MES"
"22776","kmehdklb-1","16_PEC"
"22777","kmeiflbo-1","22_MES"
"22778","kmekomml-1","16_PEC"
"22779","kmellhnf-1","15_MES"
"22780","kmelpkcc-1","15_MES"
"22781","kmemehlc-1","9_LOH"
"22782","kmeokmbj-1","15_MES"
"22783","kmeplhpn-1","15_MES"
"22784","kmfabefo-1","15_MES"
"22785","kmfajdfd-1","23_LEU"
"22786","kmfbnbdj-1","0_TAL"
"22787","kmfcimpl-1","16_PEC"
"22788","kmfepemm-1","9_LOH"
"22789","kmffcdla-1","0_TAL"
"22790","kmffegda-1","15_MES"
"22791","kmfjcgoe-1","15_MES"
"22792","kmfjmfmp-1","23_LEU"
"22793","kmfkkgin-1","9_LOH"
"22794","kmfljjoc-1","15_MES"
"22795","kmfnpamm-1","0_TAL"
"22796","kmfokmji-1","10_ENDO"
"22797","kmfolooe-1","0_TAL"
"22798","kmgamfhn-1","15_MES"
"22799","kmgcickp-1","15_MES"
"22800","kmgcpjli-1","9_LOH"
"22801","kmgdlcee-1","15_MES"
"22802","kmgejjkn-1","17_ENDO"
"22803","kmghfeif-1","15_MES"
"22804","kmgijmnk-1","15_MES"
"22805","kmgjfopf-1","15_MES"
"22806","kmgjgpbe-1","10_ENDO"
"22807","kmglcmkd-1","15_MES"
"22808","kmgoakkf-1","15_MES"
"22809","kmhajndm-1","15_MES"
"22810","kmhbhoki-1","15_MES"
"22811","kmhblafd-1","15_MES"
"22812","kmhckjob-1","15_MES"
"22813","kmhdffgc-1","15_MES"
"22814","kmhdlpog-1","15_MES"
"22815","kmheplnj-1","15_MES"
"22816","kmhgihoj-1","10_ENDO"
"22817","kmhgpnld-1","10_ENDO"
"22818","kmhhjepm-1","10_ENDO"
"22819","kmhkjokk-1","23_LEU"
"22820","kmhlngdf-1","23_LEU"
"22821","kmhnecah-1","10_ENDO"
"22822","kmhnppfe-1","23_LEU"
"22823","kmhpkmip-1","15_MES"
"22824","kmiacphl-1","10_ENDO"
"22825","kmiahhgi-1","10_ENDO"
"22826","kmidannd-1","15_MES"
"22827","kmigciol-1","10_ENDO"
"22828","kmiihlnh-1","15_MES"
"22829","kmijoiod-1","23_LEU"
"22830","kmimejca-1","10_ENDO"
"22831","kmimgdfd-1","15_MES"
"22832","kmipchcb-1","10_ENDO"
"22833","kmjbfadi-1","15_MES"
"22834","kmjdpejn-1","15_MES"
"22835","kmjebmcm-1","23_LEU"
"22836","kmjejdha-1","10_ENDO"
"22837","kmjlmjnf-1","2_PCT"
"22838","kmjololm-1","10_ENDO"
"22839","kmkaaaef-1","15_MES"
"22840","kmkcigjd-1","10_ENDO"
"22841","kmkehmda-1","5_PC"
"22842","kmkhgbhg-1","23_LEU"
"22843","kmkhgipj-1","23_LEU"
"22844","kmkjeiff-1","23_LEU"
"22845","kmkjgnbc-1","15_MES"
"22846","kmkkmhhj-1","15_MES"
"22847","kmkojjja-1","23_LEU"
"22848","kmlbpbba-1","10_ENDO"
"22849","kmlfpjba-1","12_POD"
"22850","kmlipgml-1","2_PCT"
"22851","kmljjhjd-1","22_MES"
"22852","kmlopkbo-1","23_LEU"
"22853","kmmbcbgj-1","23_LEU"
"22854","kmmblemb-1","2_PCT"
"22855","kmmcnild-1","15_MES"
"22856","kmmdajjn-1","23_LEU"
"22857","kmmeiiem-1","10_ENDO"
"22858","kmmfodma-1","15_MES"
"22859","kmmfplmg-1","23_LEU"
"22860","kmmgdhel-1","12_POD"
"22861","kmmgkpmn-1","2_PCT"
"22862","kmmgonko-1","23_LEU"
"22863","kmmihpbf-1","23_LEU"
"22864","kmmjfgdd-1","2_PCT"
"22865","kmmlmocl-1","15_MES"
"22866","kmmnehip-1","23_LEU"
"22867","kmmnlmkj-1","23_LEU"
"22868","kmndflbf-1","23_LEU"
"22869","kmnfiabj-1","15_MES"
"22870","kmnfnocl-1","23_LEU"
"22871","kmnhobph-1","23_LEU"
"22872","kmnijcpi-1","23_LEU"
"22873","kmnkncom-1","23_LEU"
"22874","kmnlggcl-1","23_LEU"
"22875","kmnngeea-1","2_PCT"
"22876","kmnpbhmf-1","23_LEU"
"22877","kmobekef-1","23_LEU"
"22878","kmodgbha-1","23_LEU"
"22879","kmodiego-1","23_LEU"
"22880","kmofcojn-1","2_PCT"
"22881","kmoffaak-1","23_LEU"
"22882","kmofldpn-1","23_LEU"
"22883","kmoofakm-1","23_LEU"
"22884","kmooppfk-1","15_MES"
"22885","kmpblpim-1","23_LEU"
"22886","kmpeelnh-1","23_LEU"
"22887","kmpfgfam-1","23_LEU"
"22888","kmpfikjh-1","23_LEU"
"22889","kmpghiac-1","23_LEU"
"22890","kmpibdfp-1","23_LEU"
"22891","kmpiccmn-1","12_POD"
"22892","kmpkalme-1","15_MES"
"22893","kmpkchcd-1","15_MES"
"22894","kmplacbl-1","15_MES"
"22895","kmpminog-1","23_LEU"
"22896","kmpoldjb-1","23_LEU"
"22897","knabajmb-1","15_MES"
"22898","knafnhbh-1","23_LEU"
"22899","knafpfbj-1","15_MES"
"22900","knaggmkl-1","23_LEU"
"22901","knalgahp-1","15_MES"
"22902","knaloodo-1","23_LEU"
"22903","knbcpppf-1","15_MES"
"22904","knbdkach-1","15_MES"
"22905","knbfebba-1","23_LEU"
"22906","knbfnjaj-1","23_LEU"
"22907","knbgjhld-1","23_LEU"
"22908","knbhblcb-1","15_MES"
"22909","knbhggon-1","23_LEU"
"22910","knbjcjid-1","12_POD"
"22911","knbjdlod-1","23_LEU"
"22912","knbkgfji-1","23_LEU"
"22913","knbojonc-1","15_MES"
"22914","knbpclme-1","23_LEU"
"22915","kncbdoal-1","23_LEU"
"22916","kncfdojm-1","12_POD"
"22917","kncfgbli-1","2_PCT"
"22918","knchlmnb-1","2_PCT"
"22919","kncincch-1","2_PCT"
"22920","kncjdjoo-1","12_POD"
"22921","knclnogc-1","15_MES"
"22922","kncndigo-1","15_MES"
"22923","kncnlagd-1","15_MES"
"22924","kncoagpk-1","15_MES"
"22925","kncoohef-1","2_PCT"
"22926","kndahmof-1","15_MES"
"22927","knddaedn-1","15_MES"
"22928","kndjijpi-1","2_PCT"
"22929","kndjmfkk-1","15_MES"
"22930","kndmbbdf-1","15_MES"
"22931","knecbkhk-1","15_MES"
"22932","knefkcgo-1","15_MES"
"22933","knegjkaf-1","15_MES"
"22934","kneijoeh-1","15_MES"
"22935","knenpddh-1","23_LEU"
"22936","kneoffci-1","15_MES"
"22937","knepbpgm-1","15_MES"
"22938","knfcbllg-1","15_MES"
"22939","knfcfmeo-1","23_LEU"
"22940","knfeapin-1","15_MES"
"22941","knffilfd-1","15_MES"
"22942","knfljhnm-1","15_MES"
"22943","knfmmmnm-1","15_MES"
"22944","kngapgjf-1","15_MES"
"22945","kngbafha-1","15_MES"
"22946","kngdgcdd-1","23_LEU"
"22947","kngeacnm-1","12_POD"
"22948","knggbmmo-1","23_LEU"
"22949","knghamjk-1","23_LEU"
"22950","knghgmcc-1","23_LEU"
"22951","kngieckh-1","15_MES"
"22952","knhcjkkm-1","23_LEU"
"22953","knhdhgin-1","23_LEU"
"22954","knhfdjej-1","23_LEU"
"22955","knhipmff-1","23_LEU"
"22956","knhmakfb-1","23_LEU"
"22957","knhnhhhe-1","23_LEU"
"22958","knhoipdp-1","23_LEU"
"22959","kniahecg-1","23_LEU"
"22960","kniapfgb-1","12_POD"
"22961","knidaonb-1","23_LEU"
"22962","knifdndi-1","23_LEU"
"22963","kniiioen-1","15_MES"
"22964","kniilhcm-1","23_LEU"
"22965","knilokig-1","23_LEU"
"22966","knjddaej-1","23_LEU"
"22967","knjdkeed-1","15_MES"
"22968","knjekmbl-1","15_MES"
"22969","knjgegkd-1","23_LEU"
"22970","knjgmcak-1","23_LEU"
"22971","knjjbkje-1","15_MES"
"22972","knkadidp-1","23_LEU"
"22973","knkckjfn-1","23_LEU"
"22974","knkdiaca-1","15_MES"
"22975","knkfegla-1","23_LEU"
"22976","knkfnejg-1","23_LEU"
"22977","knkfombh-1","15_MES"
"22978","knkhfdbg-1","15_MES"
"22979","knkicgnl-1","23_LEU"
"22980","knkidfaa-1","23_LEU"
"22981","knkjpfjn-1","23_LEU"
"22982","knkmlpgd-1","23_LEU"
"22983","knlgobpi-1","15_MES"
"22984","knlhdaib-1","23_LEU"
"22985","knmbkkjc-1","2_PCT"
"22986","knmgjafa-1","23_LEU"
"22987","knnbcjhj-1","15_MES"
"22988","knncpimm-1","15_MES"
"22989","knnfkakb-1","23_LEU"
"22990","knngfcab-1","23_LEU"
"22991","knngnjeo-1","10_ENDO"
"22992","knnhabee-1","23_LEU"
"22993","knnjdlkj-1","23_LEU"
"22994","knnjgjpj-1","10_ENDO"
"22995","knoalflh-1","2_PCT"
"22996","knodkofi-1","23_LEU"
"22997","knoeeomn-1","15_MES"
"22998","knoihple-1","23_LEU"
"22999","knokicop-1","23_LEU"
"23000","knomllld-1","15_MES"
"23001","knpbgomk-1","23_LEU"
"23002","knpckldh-1","23_LEU"
"23003","knpfbpcb-1","23_LEU"
"23004","knpfkdoo-1","15_MES"
"23005","knpfkfjd-1","15_MES"
"23006","knpglaie-1","23_LEU"
"23007","koaadgli-1","23_LEU"
"23008","koaafbem-1","15_MES"
"23009","koaeegdl-1","2_PCT"
"23010","koagfenk-1","23_LEU"
"23011","koahjcci-1","23_LEU"
"23012","koahnjep-1","15_MES"
"23013","koakcemj-1","23_LEU"
"23014","koakgiep-1","23_LEU"
"23015","koaldpof-1","23_LEU"
"23016","koaloboi-1","23_LEU"
"23017","koalpiep-1","15_MES"
"23018","koaomcll-1","15_MES"
"23019","kobflepb-1","23_LEU"
"23020","kobppdbe-1","15_MES"
"23021","kocadnbl-1","15_MES"
"23022","kocbpblo-1","23_LEU"
"23023","kocekhab-1","15_MES"
"23024","kocfcebo-1","2_PCT"
"23025","kockaigo-1","12_POD"
"23026","kockalob-1","15_MES"
"23027","kocmcjfh-1","23_LEU"
"23028","kocnoafi-1","23_LEU"
"23029","kodbcfhi-1","13_PCT-TAL"
"23030","kodbkbga-1","23_LEU"
"23031","kodbkihe-1","23_LEU"
"23032","kodgkcdi-1","23_LEU"
"23033","kodgohhb-1","2_PCT"
"23034","kodjimjo-1","2_PCT"
"23035","kodlhfdj-1","23_LEU"
"23036","kodmfele-1","0_TAL"
"23037","kodmnkom-1","23_LEU"
"23038","kodofije-1","15_MES"
