"","barcodes","clusters"
"5494","cjinbacf-1","23_LEU"
"5495","cjipgokj-1","16_PEC"
"5496","cjjapihe-1","15_MES"
"5497","cjjgkkmi-1","10_ENDO"
"5498","cjjhfjgp-1","15_MES"
"5499","cjjkeiic-1","15_MES"
"5500","cjjkpmjc-1","15_MES"
"5501","cjjlgkoc-1","15_MES"
"5502","cjjmkmmg-1","16_PEC"
"5503","cjjmpnmp-1","15_MES"
"5504","cjkdjddk-1","15_MES"
"5505","cjkgdpdj-1","16_PEC"
"5506","cjkggfkk-1","15_MES"
"5507","cjkgjpji-1","16_PEC"
"5508","cjkholmg-1","9_LOH"
"5509","cjkoakli-1","9_LOH"
"5510","cjkohegd-1","16_PEC"
"5511","cjkojcec-1","9_LOH"
"5512","cjlefeng-1","15_MES"
"5513","cjlnkpje-1","16_PEC"
"5514","cjlpijfg-1","9_LOH"
"5515","cjmcbhla-1","9_LOH"
"5516","cjmgceni-1","15_MES"
"5517","cjmkdpib-1","15_MES"
"5518","cjmlbccl-1","15_MES"
"5519","cjmlecfh-1","15_MES"
"5520","cjmobhfi-1","16_PEC"
"5521","cjnagpnj-1","16_PEC"
"5522","cjnapdjb-1","15_MES"
"5523","cjnfaaln-1","15_MES"
"5524","cjnhbjmj-1","16_PEC"
"5525","cjnhjikh-1","23_LEU"
"5526","cjniobdo-1","15_MES"
"5527","cjnojedc-1","23_LEU"
"5528","cjoafjgc-1","15_MES"
"5529","cjobjbib-1","15_MES"
"5530","cjoeiflo-1","15_MES"
"5531","cjoemhcj-1","15_MES"
"5532","cjofiapm-1","10_ENDO"
"5533","cjofnlom-1","16_PEC"
"5534","cjomhfkc-1","16_PEC"
"5535","cjomjenk-1","16_PEC"
"5536","cjoopncm-1","15_MES"
"5537","cjpaahpa-1","15_MES"
"5538","cjpapifg-1","15_MES"
"5539","cjpclnma-1","15_MES"
"5540","cjpdenlk-1","15_MES"
"5541","cjpeaopp-1","15_MES"
"5542","cjpfcoad-1","15_MES"
"5543","ckacpana-1","15_MES"
"5544","ckadmnfe-1","11_IC-A"
"5545","ckaemgbn-1","10_ENDO"
"5546","ckafbhij-1","11_IC-A"
"5547","ckahfnga-1","14_IC_B"
"5548","ckamoamg-1","8_PC"
"5549","ckaocjka-1","11_IC-A"
"5550","ckapifmm-1","14_IC_B"
"5551","ckbanagi-1","14_IC_B"
"5552","ckbbbgop-1","14_IC_B"
"5553","ckbcnfbc-1","11_IC-A"
"5554","ckbdflgl-1","14_IC_B"
"5555","ckbfickn-1","14_IC_B"
"5556","ckbglken-1","11_IC-A"
"5557","ckbhceej-1","11_IC-A"
"5558","ckblmaop-1","14_IC_B"
"5559","ckbommpb-1","14_IC_B"
"5560","ckccbpnn-1","14_IC_B"
"5561","ckceekmp-1","14_IC_B"
"5562","ckcfhoob-1","14_IC_B"
"5563","ckcgdlcj-1","14_IC_B"
"5564","ckcichfl-1","14_IC_B"
"5565","ckcmhjii-1","14_IC_B"
"5566","ckcnbigm-1","14_IC_B"
"5567","ckcponed-1","14_IC_B"
"5568","ckdacgkh-1","15_MES"
"5569","ckdbjdip-1","22_MES"
"5570","ckdbkccc-1","15_MES"
"5571","ckdndofd-1","15_MES"
"5572","ckdobfdf-1","15_MES"
"5573","ckeeblej-1","15_MES"
"5574","ckehnkda-1","15_MES"
"5575","ckeigdji-1","15_MES"
"5576","ckekeeei-1","15_MES"
"5577","ckelcold-1","15_MES"
"5578","ckepglio-1","13_PCT-TAL"
"5579","ckfbifbe-1","15_MES"
"5580","ckfbmkdh-1","15_MES"
"5581","ckfhijhg-1","15_MES"
"5582","ckfhpgih-1","12_POD"
"5583","ckfmkelp-1","12_POD"
"5584","ckfodheh-1","12_POD"
"5585","ckfofpnh-1","9_LOH"
"5586","ckggpckp-1","15_MES"
"5587","ckgidief-1","15_MES"
"5588","ckgkecfi-1","19_ENDO"
"5589","ckglekdn-1","22_MES"
"5590","ckglkbjb-1","19_ENDO"
"5591","ckgncepc-1","19_ENDO"
"5592","ckgomnbg-1","15_MES"
"5593","ckgpabig-1","15_MES"
"5594","ckhceljn-1","19_ENDO"
"5595","ckhcjfcn-1","22_MES"
"5596","ckhdgbkc-1","22_MES"
"5597","ckhflhdd-1","22_MES"
"5598","ckhhefgh-1","10_ENDO"
"5599","ckhjlgpb-1","22_MES"
"5600","ckhjmbol-1","22_MES"
"5601","ckhjoahd-1","10_ENDO"
"5602","ckibjkoj-1","22_MES"
"5603","ckiboacg-1","15_MES"
"5604","ckichlaj-1","15_MES"
"5605","ckieclne-1","22_MES"
"5606","ckifinje-1","14_IC_B"
"5607","ckigfmgp-1","15_MES"
"5608","ckihknjf-1","15_MES"
"5609","ckiidlgh-1","15_MES"
"5610","ckiippem-1","14_IC_B"
"5611","ckimclmb-1","23_LEU"
"5612","ckioaefo-1","15_MES"
"5613","ckiookem-1","14_IC_B"
"5614","ckipcifn-1","15_MES"
"5615","ckjakden-1","6_DCT"
"5616","ckjbedfa-1","10_ENDO"
"5617","ckjfhaep-1","10_ENDO"
"5618","ckjhcgah-1","22_MES"
"5619","ckjjkneh-1","11_IC-A"
"5620","ckjjnbaf-1","10_ENDO"
"5621","ckjmmnjm-1","15_MES"
"5622","ckjpakgb-1","15_MES"
"5623","ckkagcac-1","15_MES"
"5624","ckkakoaf-1","14_IC_B"
"5625","ckkanjco-1","10_ENDO"
"5626","ckkdbiob-1","14_IC_B"
"5627","ckkeefgj-1","4_TAL"
"5628","ckkgnhll-1","0_TAL"
"5629","ckkifand-1","11_IC-A"
"5630","ckkjjddl-1","0_TAL"
"5631","ckkjmlom-1","8_PC"
"5632","ckkljcbn-1","15_MES"
"5633","ckknlkac-1","14_IC_B"
"5634","ckkpkgcm-1","15_MES"
"5635","cklajaan-1","14_IC_B"
"5636","cklcbdkb-1","8_PC"
"5637","ckldceme-1","15_MES"
"5638","cklelndc-1","14_IC_B"
"5639","cklfnppa-1","10_ENDO"
"5640","cklhaafd-1","5_PC"
"5641","cklhhfmf-1","14_IC_B"
"5642","cklhmdld-1","15_MES"
"5643","cklipkmi-1","11_IC-A"
"5644","cklmafoi-1","15_MES"
"5645","cklmdbog-1","15_MES"
"5646","cklnoehb-1","15_MES"
"5647","ckmcgojh-1","10_ENDO"
"5648","ckmgmiha-1","11_IC-A"
"5649","ckmmkfda-1","14_IC_B"
"5650","cknillic-1","12_POD"
"5651","cknmpmle-1","2_PCT"
"5652","cknogaem-1","15_MES"
"5653","cknpbpae-1","2_PCT"
"5654","ckoacihm-1","2_PCT"
"5655","ckodglfk-1","23_LEU"
"5656","ckododag-1","23_LEU"
"5657","ckoeohdc-1","23_LEU"
"5658","ckofcmim-1","2_PCT"
"5659","ckonfhcb-1","23_LEU"
"5660","ckoooebe-1","2_PCT"
"5661","ckpajcch-1","15_MES"
"5662","ckpfdhik-1","15_MES"
"5663","ckpgjmak-1","23_LEU"
"5664","ckpiphhj-1","23_LEU"
"5665","ckpkhdak-1","15_MES"
"5666","ckpmkagb-1","15_MES"
"5667","ckpnihgp-1","15_MES"
"5668","clacomio-1","23_LEU"
"5669","claeaiin-1","2_PCT"
"5670","clafkjjc-1","23_LEU"
"5671","clafmadd-1","2_PCT"
"5672","clahniko-1","15_MES"
"5673","clahockd-1","15_MES"
"5674","clandbko-1","15_MES"
"5675","clankecm-1","15_MES"
"5676","clapdgmo-1","10_ENDO"
"5677","clbadcbi-1","12_POD"
"5678","clbaegmp-1","23_LEU"
"5679","clbchjde-1","15_MES"
"5680","clbgfhbc-1","23_LEU"
"5681","clbiibln-1","15_MES"
"5682","clbippkg-1","10_ENDO"
"5683","clblhkgf-1","15_MES"
"5684","clbmboci-1","10_ENDO"
"5685","clcabjla-1","13_PCT-TAL"
"5686","clcbcjhl-1","9_LOH"
"5687","clcbllko-1","15_MES"
"5688","clcdpman-1","23_LEU"
"5689","clcgbdjc-1","15_MES"
"5690","clcgoalc-1","23_LEU"
"5691","clcihpan-1","23_LEU"
"5692","clcnpjkn-1","23_LEU"
"5693","clcobcba-1","23_LEU"
"5694","cldbadba-1","2_PCT"
"5695","cldbfknp-1","23_LEU"
"5696","cldbjcpk-1","15_MES"
"5697","cldebkai-1","23_LEU"
"5698","cldfmaom-1","2_PCT"
"5699","cldfnpfn-1","23_LEU"
"5700","cldieihm-1","23_LEU"
"5701","cldjilmm-1","23_LEU"
"5702","cldjnnbm-1","23_LEU"
"5703","cldklpii-1","23_LEU"
"5704","cldklpnp-1","2_PCT"
"5705","cldlhfdb-1","23_LEU"
"5706","cldoeejp-1","23_LEU"
"5707","clebekhl-1","23_LEU"
"5708","cledoljp-1","15_MES"
"5709","cleelafm-1","12_POD"
"5710","clefbglb-1","2_PCT"
"5711","cleghock-1","15_MES"
"5712","clehcjfc-1","10_ENDO"
"5713","clejlijk-1","23_LEU"
"5714","cleklcbl-1","23_LEU"
"5715","clemjdnp-1","23_LEU"
"5716","cleneghm-1","23_LEU"
"5717","cleobbok-1","15_MES"
"5718","clfdipkb-1","2_PCT"
"5719","clfhnhjb-1","23_LEU"
"5720","clfjgmed-1","15_MES"
"5721","clfkpdlh-1","15_MES"
"5722","clfmfcjm-1","2_PCT"
"5723","clfmnego-1","23_LEU"
"5724","clgajefi-1","2_PCT"
"5725","clgcnfnf-1","23_LEU"
"5726","clgedipm-1","23_LEU"
"5727","clgeolga-1","23_LEU"
"5728","clgiikll-1","23_LEU"
"5729","clgkkhad-1","23_LEU"
"5730","clgnmbkd-1","23_LEU"
"5731","clgoapcp-1","15_MES"
"5732","clhakahh-1","15_MES"
"5733","clhaomli-1","15_MES"
"5734","clhbeogo-1","12_POD"
"5735","clhchlah-1","10_ENDO"
"5736","clhdoape-1","23_LEU"
"5737","clhgkfkj-1","23_LEU"
"5738","clhglnfm-1","23_LEU"
"5739","clhjpdgd-1","23_LEU"
"5740","clhkjdci-1","23_LEU"
"5741","clhmjdil-1","2_PCT"
"5742","clhmmnpk-1","23_LEU"
"5743","clhmoeia-1","15_MES"
"5744","cliaglof-1","2_PCT"
"5745","clialkgl-1","2_PCT"
"5746","cliapomn-1","23_LEU"
"5747","clibfkhl-1","23_LEU"
"5748","clicikam-1","23_LEU"
"5749","cliheggo-1","15_MES"
"5750","clikkeoa-1","2_PCT"
"5751","climbpak-1","23_LEU"
"5752","cljalfck-1","2_PCT"
"5753","cljfbaji-1","10_ENDO"
"5754","cljggegd-1","23_LEU"
"5755","cljiknnd-1","23_LEU"
"5756","cljiohgj-1","23_LEU"
"5757","cljkhaje-1","23_LEU"
"5758","cljmmmem-1","2_PCT"
"5759","cljpagpl-1","2_PCT"
"5760","clkbgmdb-1","23_LEU"
"5761","clkbpcje-1","23_LEU"
"5762","clkcegla-1","12_POD"
"5763","clkcphgn-1","23_LEU"
"5764","clkjkmga-1","15_MES"
"5765","clkmhgmj-1","23_LEU"
"5766","clknmill-1","23_LEU"
"5767","clkonhjb-1","23_LEU"
"5768","clkpilea-1","15_MES"
"5769","clkponii-1","2_PCT"
"5770","cllcaaip-1","23_LEU"
"5771","cllcihni-1","23_LEU"
"5772","cllgkedh-1","23_LEU"
"5773","cllhfled-1","2_PCT"
"5774","clliichf-1","23_LEU"
"5775","clljooah-1","23_LEU"
"5776","clllpjmb-1","23_LEU"
"5777","cllmaeof-1","2_PCT"
"5778","cllnfkde-1","23_LEU"
"5779","clloemil-1","23_LEU"
"5780","cllpmaio-1","23_LEU"
"5781","clmaakdh-1","15_MES"
"5782","clmgnlci-1","10_ENDO"
"5783","clmhndbc-1","10_ENDO"
"5784","clmjpnce-1","23_LEU"
"5785","clmmdfkl-1","23_LEU"
"5786","clmmigmp-1","23_LEU"
"5787","clmpbnfh-1","23_LEU"
"5788","clmpmbpp-1","15_MES"
"5789","clnbipfa-1","23_LEU"
"5790","clnegdfj-1","15_MES"
"5791","clnkbcdo-1","23_LEU"
"5792","clnkgaoa-1","23_LEU"
"5793","clnmeeen-1","23_LEU"
"5794","clnmjlgk-1","15_MES"
"5795","clnmkmoj-1","23_LEU"
"5796","clnmoflo-1","23_LEU"
"5797","clnnehgl-1","23_LEU"
"5798","clnninpe-1","15_MES"
"5799","clnpmleo-1","23_LEU"
"5800","cloamhke-1","23_LEU"
"5801","clogbbme-1","23_LEU"
"5802","clogmepp-1","23_LEU"
"5803","clojmoge-1","15_MES"
"5804","clokjnfh-1","23_LEU"
"5805","clomnpmg-1","23_LEU"
"5806","cloncomp-1","23_LEU"
"5807","clopkjpe-1","15_MES"
"5808","clpakhab-1","23_LEU"
"5809","clpdbaad-1","2_PCT"
"5810","clpfjjgh-1","15_MES"
"5811","clpiicpi-1","15_MES"
"5812","clpoaind-1","5_PC"
"5813","cmaaapop-1","23_LEU"
"5814","cmacfcma-1","23_LEU"
"5815","cmaciblh-1","23_LEU"
"5816","cmagbifn-1","23_LEU"
"5817","cmahhmmd-1","2_PCT"
"5818","cmaiddfi-1","23_LEU"
"5819","cmaiekkm-1","15_MES"
"5820","cmanjpmo-1","23_LEU"
"5821","cmanmboe-1","15_MES"
"5822","cmbagngc-1","23_LEU"
"5823","cmbbdpfn-1","15_MES"
"5824","cmbdelog-1","15_MES"
"5825","cmbdjbid-1","2_PCT"
"5826","cmbencde-1","23_LEU"
"5827","cmbfbhcb-1","13_PCT-TAL"
"5828","cmbhceba-1","16_PEC"
"5829","cmbmeilk-1","15_MES"
"5830","cmbnigho-1","19_ENDO"
"5831","cmbnihfm-1","2_PCT"
"5832","cmbpallk-1","22_MES"
"5833","cmcbjjob-1","20_PC"
"5834","cmcfaahb-1","15_MES"
"5835","cmcgghmi-1","22_MES"
"5836","cmdhngnn-1","22_MES"
"5837","cmdigleo-1","15_MES"
"5838","cmdkgcfe-1","22_MES"
"5839","cmdlholk-1","19_ENDO"
"5840","cmeikjkj-1","12_POD"
"5841","cmeinppd-1","15_MES"
"5842","cmejhhio-1","22_MES"
"5843","cmekfoko-1","15_MES"
"5844","cmeljgjp-1","12_POD"
"5845","cmemacpb-1","15_MES"
"5846","cmepkcpf-1","12_POD"
"5847","cmepmmol-1","15_MES"
"5848","cmfagghn-1","15_MES"
"5849","cmfdccio-1","16_PEC"
"5850","cmfdjakd-1","15_MES"
"5851","cmfdkonc-1","15_MES"
"5852","cmfjlbgm-1","15_MES"
"5853","cmfkhdab-1","15_MES"
"5854","cmfpnamk-1","15_MES"
"5855","cmgajdfk-1","15_MES"
"5856","cmgakgme-1","15_MES"
"5857","cmgbodbg-1","15_MES"
"5858","cmgcdale-1","23_LEU"
"5859","cmgcindm-1","15_MES"
"5860","cmggoehd-1","23_LEU"
"5861","cmghkmno-1","15_MES"
"5862","cmgjdfmk-1","15_MES"
"5863","cmgllbeg-1","15_MES"
"5864","cmgnpjbb-1","15_MES"
"5865","cmgpjohn-1","23_LEU"
"5866","cmhaimpb-1","23_LEU"
"5867","cmhamffm-1","15_MES"
"5868","cmhjinco-1","23_LEU"
"5869","cmhmgalk-1","2_PCT"
"5870","cmhpleno-1","15_MES"
"5871","cmiaeagb-1","7_TAL"
"5872","cmibhanf-1","23_LEU"
"5873","cmifhhoa-1","23_LEU"
"5874","cmifommg-1","23_LEU"
"5875","cmiinefe-1","10_ENDO"
"5876","cmiplaac-1","15_MES"
"5877","cmjaafeh-1","15_MES"
"5878","cmjankjd-1","15_MES"
"5879","cmjeejla-1","23_LEU"
"5880","cmjfkfdj-1","15_MES"
"5881","cmjggijk-1","10_ENDO"
"5882","cmjgkdpc-1","15_MES"
"5883","cmjhgllj-1","15_MES"
"5884","cmjlaabn-1","23_LEU"
"5885","cmjlgdco-1","2_PCT"
"5886","cmjloaoo-1","15_MES"
"5887","cmjnnpca-1","23_LEU"
"5888","cmkcaeem-1","23_LEU"
"5889","cmkcllao-1","15_MES"
"5890","cmklieon-1","23_LEU"
"5891","cmkmicko-1","23_LEU"
"5892","cmkpnpji-1","23_LEU"
"5893","cmlbagji-1","2_PCT"
"5894","cmlcpgmn-1","2_PCT"
"5895","cmldimke-1","23_LEU"
"5896","cmlghhne-1","23_LEU"
"5897","cmlgjmhh-1","10_ENDO"
"5898","cmlnifbk-1","23_LEU"
"5899","cmmdhfol-1","23_LEU"
"5900","cmmeoaec-1","12_POD"
"5901","cmmeokif-1","23_LEU"
"5902","cmmhboac-1","23_LEU"
"5903","cmmkddcm-1","15_MES"
"5904","cmmnglhk-1","15_MES"
"5905","cmndfbaf-1","15_MES"
"5906","cmndnhpb-1","15_MES"
"5907","cmneffml-1","23_LEU"
"5908","cmnfibkb-1","16_PEC"
"5909","cmngfbfm-1","23_LEU"
"5910","cmnhdjbn-1","2_PCT"
"5911","cmnkkhfk-1","23_LEU"
"5912","cmnlpggk-1","15_MES"
"5913","cmobgaok-1","23_LEU"
"5914","cmoboacb-1","10_ENDO"
"5915","cmodgnbg-1","23_LEU"
"5916","cmodobcc-1","10_ENDO"
"5917","cmoglhlp-1","23_LEU"
"5918","cmokfolh-1","2_PCT"
"5919","cmomoafp-1","2_PCT"
"5920","cmonanji-1","15_MES"
"5921","cmooolgj-1","9_LOH"
"5922","cmoopnmc-1","10_ENDO"
"5923","cmpafiod-1","15_MES"
"5924","cmpalhnn-1","12_POD"
"5925","cmpcemnl-1","2_PCT"
"5926","cmphkgje-1","15_MES"
"5927","cmphkpld-1","15_MES"
"5928","cmpmngpe-1","15_MES"
"5929","cmpnihdf-1","7_TAL"
"5930","cnabfpof-1","2_PCT"
"5931","cnackalg-1","9_LOH"
"5932","cnaeccmf-1","2_PCT"
"5933","cnaemmlg-1","2_PCT"
"5934","cnagined-1","2_PCT"
"5935","cnajkjmd-1","2_PCT"
"5936","cnalmgpc-1","2_PCT"
"5937","cnankech-1","2_PCT"
"5938","cnapacfj-1","15_MES"
"5939","cnbaeohk-1","0_TAL"
"5940","cnbamela-1","16_PEC"
"5941","cnbbanbf-1","0_TAL"
"5942","cnbclkfe-1","15_MES"
"5943","cnbdmnpd-1","4_TAL"
"5944","cnbdpjmm-1","0_TAL"
"5945","cnbgohla-1","2_PCT"
"5946","cnbjmkag-1","4_TAL"
"5947","cnblghgm-1","4_TAL"
"5948","cnboaafp-1","4_TAL"
"5949","cnbpmlnn-1","15_MES"
"5950","cncajfmk-1","4_TAL"
"5951","cncbecll-1","4_TAL"
"5952","cncblkdp-1","4_TAL"
"5953","cncclleo-1","2_PCT"
"5954","cnchjjlb-1","10_ENDO"
"5955","cnckcdff-1","4_TAL"
"5956","cnckmlih-1","9_LOH"
"5957","cnclcajl-1","4_TAL"
"5958","cncmmcnl-1","10_ENDO"
"5959","cndbmkdm-1","4_TAL"
"5960","cndckpic-1","3_PCT"
"5961","cndfjffb-1","15_MES"
"5962","cndhcjle-1","2_PCT"
"5963","cndikapk-1","10_ENDO"
"5964","cndilien-1","4_TAL"
"5965","cndkfmaj-1","4_TAL"
"5966","cndkgnco-1","4_TAL"
"5967","cndmimld-1","15_MES"
"5968","cndmmjia-1","4_TAL"
"5969","cneajdao-1","0_TAL"
"5970","cneanoak-1","0_TAL"
"5971","cnecpcph-1","4_TAL"
"5972","cnedgnjg-1","0_TAL"
"5973","cnefebbm-1","4_TAL"
"5974","cnelmjnm-1","4_TAL"
"5975","cnennjgf-1","0_TAL"
"5976","cneobhig-1","10_ENDO"
"5977","cnfccnmk-1","10_ENDO"
"5978","cnfemgol-1","15_MES"
"5979","cnfgefhf-1","15_MES"
"5980","cnfiapgn-1","13_PCT-TAL"
"5981","cnfipldc-1","5_PC"
"5982","cnfjjgkc-1","2_PCT"
"5983","cnfjpnib-1","5_PC"
"5984","cnfkfheo-1","5_PC"
"5985","cnfljjke-1","2_PCT"
"5986","cnfmaphb-1","2_PCT"
"5987","cnfmmhlp-1","2_PCT"
"5988","cngfnhoa-1","15_MES"
"5989","cnghdpba-1","3_PCT"
"5990","cnghhelp-1","15_MES"
"5991","cngjhble-1","15_MES"
"5992","cnglipoj-1","15_MES"
"5993","cngnlpkk-1","15_MES"
"5994","cngoooln-1","0_TAL"
"5995","cnhbbfle-1","2_PCT"
"5996","cnhbhiij-1","0_TAL"
"5997","cnhebgbe-1","2_PCT"
"5998","cnhenadg-1","0_TAL"
"5999","cnhljkjh-1","15_MES"
"6000","cnhmajhn-1","0_TAL"
"6001","cnhojegd-1","1_PCT"
"6002","cnhpgena-1","10_ENDO"
"6003","cniajjih-1","2_PCT"
"6004","cnibdnbg-1","15_MES"
"6005","cnibhdkm-1","16_PEC"
"6006","cnibjdgp-1","2_PCT"
"6007","cniccfdm-1","13_PCT-TAL"
"6008","cniecgpk-1","15_MES"
"6009","cnifbakf-1","16_PEC"
"6010","cnifplil-1","0_TAL"
"6011","cnigagcj-1","15_MES"
"6012","cnihgmko-1","10_ENDO"
"6013","cniinjde-1","16_PEC"
"6014","cniipmjn-1","15_MES"
"6015","cnijlemc-1","16_PEC"
"6016","cnikllgp-1","0_TAL"
"6017","cnimajgd-1","2_PCT"
"6018","cninldno-1","13_PCT-TAL"
"6019","cnipfmlh-1","16_PEC"
"6020","cnjapohb-1","15_MES"
"6021","cnjejbkp-1","9_LOH"
"6022","cnjhjnfi-1","15_MES"
"6023","cnjjapdf-1","16_PEC"
"6024","cnjkeecj-1","2_PCT"
"6025","cnjlanke-1","15_MES"
"6026","cnjlmngp-1","15_MES"
"6027","cnjnbpmi-1","15_MES"
"6028","cnjohnhf-1","16_PEC"
"6029","cnkblbei-1","16_PEC"
"6030","cnkbmbaa-1","15_MES"
"6031","cnkcokeo-1","16_PEC"
"6032","cnkdonpk-1","9_LOH"
"6033","cnkealnb-1","15_MES"
"6034","cnkeejap-1","16_PEC"
"6035","cnkeflnn-1","15_MES"
"6036","cnkgfadl-1","16_PEC"
"6037","cnkmgbnp-1","13_PCT-TAL"
"6038","cnknjkan-1","15_MES"
"6039","cnladdec-1","23_LEU"
"6040","cnlecnjb-1","15_MES"
"6041","cnlfpmfi-1","19_ENDO"
"6042","cnliibnd-1","15_MES"
"6043","cnljoeai-1","10_ENDO"
"6044","cnllibbg-1","15_MES"
"6045","cnmcacjj-1","4_TAL"
"6046","cnmdacem-1","15_MES"
"6047","cnmdheca-1","17_ENDO"
"6048","cnmeidng-1","15_MES"
"6049","cnmfnehh-1","4_TAL"
"6050","cnmkiaje-1","16_PEC"
"6051","cnmljfcg-1","13_PCT-TAL"
"6052","cnmmnigb-1","4_TAL"
"6053","cnmmphok-1","13_PCT-TAL"
"6054","cnmnjdmi-1","4_TAL"
"6055","cnmnjjnf-1","0_TAL"
"6056","cnmnkocn-1","15_MES"
"6057","cnneamll-1","2_PCT"
"6058","cnnkapha-1","4_TAL"
"6059","cnnmlgoj-1","17_ENDO"
"6060","cnnmmjhi-1","4_TAL"
"6061","cnnoopfd-1","15_MES"
"6062","cnoabllb-1","15_MES"
"6063","cnodcmdc-1","15_MES"
"6064","cnofkodf-1","15_MES"
"6065","cnogjdlm-1","16_PEC"
"6066","cnogjpio-1","16_PEC"
"6067","cnohajfi-1","15_MES"
"6068","cnohheof-1","4_TAL"
"6069","cnokblne-1","4_TAL"
"6070","cnomhekm-1","10_ENDO"
"6071","cnoogddb-1","15_MES"
"6072","cnopeeka-1","15_MES"
"6073","cnoplcke-1","15_MES"
"6074","cnpamhei-1","15_MES"
"6075","cnpapajn-1","16_PEC"
"6076","cnpepjfn-1","0_TAL"
"6077","cnpgopnh-1","4_TAL"
"6078","cnpklhbo-1","4_TAL"
"6079","cnpnfcpi-1","16_PEC"
"6080","cnpnidmp-1","4_TAL"
"6081","cnpoappf-1","4_TAL"
"6082","cnppkbfo-1","16_PEC"
"6083","coagipkn-1","15_MES"
"6084","coaififa-1","15_MES"
"6085","coalojjb-1","10_ENDO"
"6086","coanbkal-1","15_MES"
"6087","coanbpdg-1","13_PCT-TAL"
"6088","coanjlbi-1","15_MES"
"6089","coapgifk-1","10_ENDO"
"6090","cobbhelb-1","7_TAL"
"6091","cobcmihd-1","15_MES"
"6092","cobcmkmm-1","10_ENDO"
"6093","cobgflcc-1","4_TAL"
"6094","cobhmdjh-1","4_TAL"
"6095","cobiacpb-1","4_TAL"
"6096","cobiilcd-1","13_PCT-TAL"
"6097","coblbndn-1","4_TAL"
"6098","cobmidpn-1","0_TAL"
"6099","cobmkakn-1","10_ENDO"
"6100","coboppgp-1","0_TAL"
"6101","cocddiki-1","15_MES"
"6102","cocealge-1","15_MES"
"6103","cochmpdb-1","10_ENDO"
"6104","cocikhcg-1","10_ENDO"
"6105","cocinhca-1","5_PC"
"6106","coclmpbp-1","5_PC"
"6107","cocmkllf-1","5_PC"
"6108","cocnjjdj-1","5_PC"
"6109","cocpdndi-1","15_MES"
"6110","codiokek-1","5_PC"
"6111","codlkcjk-1","22_MES"
"6112","codndnhd-1","20_PC"
"6113","codpclao-1","15_MES"
"6114","coebaggp-1","16_PEC"
"6115","coeboldl-1","15_MES"
"6116","coecbckk-1","10_ENDO"
"6117","coeemenj-1","15_MES"
"6118","coehfiag-1","9_LOH"
"6119","coejebma-1","23_LEU"
"6120","coejpoic-1","15_MES"
"6121","coekikpb-1","16_PEC"
"6122","coemejdb-1","15_MES"
"6123","cofbgpim-1","15_MES"
"6124","cofnmgpe-1","23_LEU"
"6125","cofpcolh-1","10_ENDO"
"6126","cofpebao-1","15_MES"
"6127","cogagkng-1","15_MES"
"6128","cogbiood-1","15_MES"
"6129","cogdjkla-1","10_ENDO"
"6130","cogfdajj-1","23_LEU"
"6131","cogfgpjb-1","15_MES"
"6132","coghcpoe-1","15_MES"
"6133","cogiecgb-1","15_MES"
"6134","cogjllle-1","0_TAL"
"6135","cogkplae-1","15_MES"
"6136","coglkgjo-1","15_MES"
"6137","cognobol-1","16_PEC"
"6138","cohbemme-1","9_LOH"
"6139","cohejfdl-1","15_MES"
"6140","cohgompm-1","10_ENDO"
"6141","cohhkeei-1","2_PCT"
"6142","cohhmjfh-1","16_PEC"
"6143","cohndlhd-1","2_PCT"
"6144","cohpdoee-1","2_PCT"
"6145","coibcifl-1","2_PCT"
"6146","coichpio-1","2_PCT"
"6147","coiddfmn-1","2_PCT"
"6148","coidhjeb-1","2_PCT"
"6149","coidmddp-1","13_PCT-TAL"
"6150","coieapng-1","23_LEU"
"6151","coigieii-1","23_LEU"
"6152","coigmdlf-1","13_PCT-TAL"
"6153","coiimpoo-1","13_PCT-TAL"
"6154","coijnhpo-1","16_PEC"
"6155","coimlaia-1","15_MES"
"6156","coioigba-1","0_TAL"
"6157","cojecbic-1","12_POD"
"6158","cojghimn-1","15_MES"
"6159","cojghmld-1","0_TAL"
"6160","cojhflck-1","15_MES"
"6161","cojipkij-1","15_MES"
"6162","cojjackd-1","10_ENDO"
"6163","cojjfodb-1","0_TAL"
"6164","cojmhbid-1","22_MES"
"6165","cojoifeb-1","9_LOH"
"6166","cojplloi-1","16_PEC"
"6167","cokalkdj-1","15_MES"
"6168","cokdonlj-1","16_PEC"
"6169","cokgcdnl-1","15_MES"
"6170","cokgceeo-1","9_LOH"
"6171","cokkbncn-1","9_LOH"
"6172","cokopmjd-1","15_MES"
"6173","cokpadkc-1","15_MES"
"6174","colcdnja-1","15_MES"
"6175","coldoceg-1","15_MES"
"6176","colfnomc-1","0_TAL"
"6177","colgpocc-1","16_PEC"
"6178","colidicb-1","15_MES"
"6179","coljadeb-1","15_MES"
"6180","colmoofn-1","15_MES"
"6181","colojgbn-1","16_PEC"
"6182","comapnig-1","15_MES"
"6183","comdfkpl-1","0_TAL"
"6184","comgjdpa-1","16_PEC"
"6185","comjjihb-1","12_POD"
"6186","comkgndi-1","15_MES"
"6187","compegji-1","23_LEU"
"6188","conbocpp-1","16_PEC"
"6189","conehcfj-1","0_TAL"
"6190","confkkpf-1","15_MES"
"6191","coniihjl-1","16_PEC"
"6192","conindok-1","23_LEU"
"6193","conjegec-1","0_TAL"
